id,slangs
1135091315354587136,"{':', 'rt'}"
1135079027465740288,"{':', 'rt'}"
1135066147617955840,{'…'}
1135062111686725633,"{':', 'rt'}"
1135045810750730240,"{':', 'rt'}"
1135033121169125377,"{':', 'rt'}"
1135028915716722688,"{':', 'rt'}"
1135016042886041609,"{':', 'rt'}"
1135007249607340033,{'no'}
1134988036687716352,"{':', 'rt'}"
1134977815919636483,"{'sa', '…'}"
1134972942436225024,{'…'}
1134966781397950464,"{':', 'rt'}"
1134944977115463681,"{'…', 'se'}"
1134942730986110977,"{'…', 'br', ':', 'rt'}"
1134931395397242880,{'…'}
1134927634658398208,"{'rt', '…', ':', 'h'}"
1134921332293021696,{'…'}
1134916282812379137,"{'nettl', ':', 'rt'}"
1134912547809898496,"{'oh', '…', 's'}"
1134904965519085571,"{'e', '…'}"
1134901194558791680,"{':', 'rt'}"
1134896150866214912,"{':', 'rt'}"
1134893628164362247,"{'…', 'th'}"
1134889864057540611,{'…'}
1134886090895241216,"{':', 'rt'}"
1134882313840599040,{'…'}
1134878541903028224,"{'…', 'se'}"
1134874771114663943,"{'…', 's'}"
1134867239784636417,"{':', 'rt'}"
1134852136020393986,"{'moun', '…'}"
1134846158721953793,{'🗞️😎'}
1134840785210413057,{'…'}
1134837040405786624,{'heyy'}
1134833259370754055,"{':', 'rt'}"
1134829486007095303,{'no'}
1134800210205597697,{'yo'}
1134791759249182722,"{'…', 'di'}"
1134776645066395648,"{'…', 'g'}"
1134770035078160384,"{':', 'rt'}"
1134750885165318145,"{'…', ':', 'rt'}"
1134746438204895232,{'…'}
1134724660896178176,"{'w', '…'}"
1134694474725175296,"{'…', 't'}"
1134690274100355072,{'…'}
1134655646970863616,{'…'}
1134601191789342720,"{'c', '…'}"
1134595625453019138,"{'sai', '…'}"
1134588636580720641,{'…'}
1134584106644324353,"{':', 'rt'}"
1134565256343314434,"{'…', 'th'}"
1134561443263733765,"{'…', 't', ':', 'rt'}"
1134553912323825666,"{':', 's', 'rt'}"
1134535039453224960,"{'tr', '…'}"
1134532065821700101,"{'…', 's'}"
1134531263048683520,"{'…', 's'}"
1134519955104419840,"{'p', '…'}"
1134501070191943680,"{'gu', '…'}"
1134494865226698755,{'…'}
1134478406270312451,{'…'}
1134463321342697472,"{'rt', '…', ':', 'h'}"
1134459550143324161,{'…'}
1134455769926111232,"{'…', 'se'}"
1134451980645097472,"{'…', 'ju'}"
1134440657572024326,"{':', 'rt'}"
1134429363154366465,"{'…', 'h'}"
1134418658011340800,"{'…', 'rea'}"
1134402916985516033,"{'…', 'se'}"
1134388274892627969,"{':', 'rt'}"
1134373211242737664,"{':', 'rt'}"
1134368940602417152,{'ha'}
1134357615650230272,"{':', 'rt'}"
1134319870466613249,"{':', 'rt'}"
1134316088697556992,"{':', 'rt'}"
1134308552334487562,"{':', 'rt'}"
1134303010857922561,"{':', 'rt'}"
1134291005606436864,"{':', 'rt'}"
1134270819574722560,{'…'}
1134266588004331521,"{'hello', ':', 'rt'}"
1134262496053878784,{'…'}
1134237214513270785,"{'ce', 'administration’s', '…'}"
1134214169706848256,"{':', 'rt'}"
1134205270182301703,{'…'}
1134199065485422592,"{':', 'rt'}"
1134180199585714177,"{'…', 't'}"
1134176417837649920,"{'…', 'mi', ':', 'rt'}"
1134169451572662272,"{'daz', '…'}"
1134167781769957377,"{'hi', ':', 'rt'}"
1134165106852540416,"{':', 'rt'}"
1134161313847025664,"{'ch', '…'}"
1134146229766696960,{'…'}
1134138833317040128,{'…'}
1134137410575634432,"{'…', 'se'}"
1134123581565263872,"{'sa', '…'}"
1134119796671492096,"{':', 'rt'}"
1134116031302119425,{'…'}
1134097148335808512,"{':', 'rt'}"
1134089601994432512,"{'…', 't'}"
1134085827838038019,"{'ce', 'administration’s', '…'}"
1134082047100751872,"{'o', '…'}"
1134069503611101184,"{':', 'rt'}"
1134065066666582017,"{'prov', '…', ':', 'rt'}"
1134060659312910336,"{':', 'rt'}"
1134056074200387584,"{':', 'rt'}"
1134031539220766720,"{':', 'rt'}"
1134003179794907136,"{'…', 'rea'}"
1133999941720973312,"{':', 'rt'}"
1133991454290956293,{'ha'}
1133966270381142016,{'…'}
1133958727906799616,"{'kikuc', '…', 'yusei'}"
1133943629763010560,"{'…', 'm'}"
1133929085212790787,"{':', 'rt'}"
1133925134149062657,{'goodbye'}
1133878215523688450,"{':', 'rt'}"
1133851776166301697,"{':', 'rt'}"
1133835840478748673,{'…'}
1133825383713988608,"{':', 'rt'}"
1133810267832369154,"{':', 'rt'}"
1133791389932822530,"{':', 'rt'}"
1133787598751764480,"{'…', 's'}"
1133780098346307585,"{'…', 'tur'}"
1133776292103565312,"{'w', '…', ':', 'rt'}"
1133768730322898944,"{'w', '…'}"
1133766213715283969,"{':', 'rt'}"
1133758257728753664,"{'beyo', '…'}"
1133749880034340864,"{'v', 'roe'}"
1135554230490550272,"{'expl', '…'}"
1135550003764781056,"{':', 'rt'}"
1135535607105675264,{'s'}
1135532722640818176,"{':', 'rt'}"
1135530336857874432,"{':', 'rt'}"
1135523899935010822,"{':', 'rt'}"
1135523891458260992,"{':', 'rt'}"
1135523882822225920,"{'du', ':', 'rt'}"
1135521512893681664,"{'…', 'm'}"
1135505269553803264,"{':', 'rt'}"
1135501347854462976,"{':', 'rt'}"
1135501330913595393,"{':', 'rt'}"
1135478731580071936,{'…'}
1135463648254681088,{'uk-'}
1135460884636209152,"{':', 'rt'}"
1135460850934976513,"{':', 'rt'}"
1135453822522994689,{'uk-'}
1135447246248587264,{':'}
1135439533548474368,{'s'}
1135433874903691264,"{':', 'rt'}"
1135427556440715264,{'s'}
1135426148370984962,"{'gra', '…'}"
1135417904281731072,"{':', 'rt'}"
1135417886724411392,"{':', 'rt'}"
1135411292854988800,{'v'}
1135403598958010368,{'suspend'}
1135385841910652934,{'s'}
1135375801472442370,{'s'}
1135373034540244992,"{'mo', '…'}"
1135370518033522688,"{'my', 'oh'}"
1135356967994744832,{'fernandinho'}
1135350876577644544,{'suspend'}
1135324251693703168,{'mouratoglou'}
1135305604778647553,{'fernandinho'}
1135273450464002049,"{':', 'rt'}"
1135271429522563074,{'mouratoglou'}
1135269854259187712,{'…'}
1135259789200646146,{'…'}
1135244689383219200,"{'ov', '…'}"
1135241260732682241,{'s'}
1135237139065724928,{'…'}
1135229590861942785,"{'…', 'vi'}"
1135223553714991104,{'vondrousova'}
1135221040756547584,{'mouratoglou'}
1135185979654975489,{'s'}
1135146542514331649,"{'…', 'th'}"
1135140250559188994,{'s'}
1135132755690500097,"{'stor', '…'}"
1135131781903130632,{'s'}
1135088853239435266,{'stun'}
1135037319881330689,"{':', 'rt'}"
1135037303003451392,"{':', 'rt'}"
1135035210402107392,{'stun'}
1135033518726270978,"{':', 'rt'}"
1135033467912237056,"{':', 'rt'}"
1135033417236701185,"{':', 'rt'}"
1135033391932465153,"{':', 'rt'}"
1135031972798115840,"{'…', ':', 'rt'}"
1135029632309387264,{'stun'}
396665826729684992,"{':', '-->'}"
396664985264205824,{':'}
396491579948404736,{':'}
1135551615547715584,"{':', 'rt'}"
1135531298792058880,"{':', 'rt'}"
1135518143852535812,"{':', 'rt'}"
1135508121110102017,"{':', 'rt'}"
1135497728040087552,"{':', 'rt'}"
1135490533680406528,"{':', 'rt'}"
1135470448861483008,"{'…', 't', ':', 'rt'}"
1135462400260526080,"{':', 'rt'}"
1135459721849253888,"{':', 'rt'}"
1135391279871864834,{':'}
1135165797138124800,"{':', 'rt'}"
1135136730405834753,"{':', 'rt'}"
1135068163199176705,{'brexit'}
1135064147622862848,{'brexit'}
1134926986541981696,"{'🏆🏆🏆🏆🏆🏆', ':', 'rt'}"
1134762500879200256,"{'opene', '…'}"
1134751806624600065,"{':', 'rt'}"
1134579414321246208,"{':', 'rt'}"
1134576131892502528,{'m'}
1134551168921853952,{'…'}
1134511636016967681,"{':', 'rt'}"
1134416947343429632,"{'▪️', ':', 'rt'}"
1134412223772803073,{'nananana'}
1134392526683721728,{'jp'}
1134159458672812032,"{'bu', '…'}"
1134154170896920577,"{':', 'rt'}"
1134137141234163717,"{'o', '…', ':', 'rt'}"
1134115485245685760,"{'💪', '…', '😁'}"
1134113036627787777,"{'♳', ':', 'rt'}"
1134106527676141569,"{':', 'rt'}"
1134061835399892992,"{'expan', '…'}"
1134050526386163712,"{'🙌', ':', 'rt'}"
1134049771444940800,"{':', 'rt'}"
1134044055049031680,{'🙌'}
1134035119742836737,{'#metoo'}
1134032767489052672,"{'ht', 'rt', '👉', '…', ':', '🏏🌍🏆'}"
1134004162629382144,"{'uss', 's'}"
1133931430894063616,{'elect'}
1133846858726612999,"{':', 'rt'}"
1133838191977488390,"{':', 'rt'}"
1133822414125715459,"{'rt', '…', ':', 'h'}"
1133811113836064768,"{':', 'rt'}"
1133794529197383681,"{':', 'rt'}"
1133773936485896192,"{':', 'rt'}"
1133752266316558339,"{':', 'rt'}"
1133736013443084288,"{':', 'rt'}"
1133734825184157696,"{':', 'rt'}"
1133696729595949056,"{':', 'rt'}"
1133695479588544512,{'…'}
1133691339818831872,"{'🤔', ':', 'rt'}"
1133670297486405633,"{':', 'rt'}"
1133665965076561920,"{'🚜🏗️', ':', 'rt'}"
1133646426783801344,{'man'}
1133394928355168257,"{':', 'rt'}"
1133387667532656640,{'man'}
1133387252162289665,"{'🦏', 'rip', 'tam'}"
1133383214029070336,"{':', 'rt'}"
1133380301881774081,"{':', 'rt'}"
1133348552774705155,{'un'}
1133340576353538049,"{'☕', '…'}"
1133323244897996801,"{':', 'rt'}"
1133303469413158913,"{'…', ':', 'rt'}"
1133302345121587201,"{'curren', '…', ':', 'rt'}"
1133081234106671104,"{':', 'rt'}"
1133072462592319488,"{':', 'rt'}"
1133018208255053824,"{':', 'rt'}"
1132985092694007808,"{'expa', '…', ':', 'rt'}"
1132981831962439680,"{'thr', '…'}"
1132977947453874177,{'abe-kim'}
1132967365346549761,"{':', 'rt'}"
1132962061464625158,"{'👶', 'p', '**', '…'}"
1132950947200675840,"{':', 'rt'}"
1132950933527236608,"{':', 'rt'}"
1132941401484931073,"{':', 'rt'}"
1132941328348794881,"{':/', '…', ':', 'rt'}"
1132937598828204032,"{':', 'rt'}"
1132933382579658752,"{':', 'rt'}"
1132933361431908353,"{':', 'rt'}"
1132933348161130496,"{':', 'rt'}"
1132904844249980928,"{':', 'rt'}"
1132794977128521728,"{':', 'rt'}"
1132794921369387012,"{':', 'rt'}"
1132794896945963009,"{':', 'rt'}"
1132794883410931717,"{':', 'rt'}"
1132794865912307713,"{':', 'rt'}"
1132794614526742530,"{':', 'rt'}"
1132794603386617856,"{':', 'rt'}"
1132794445160693760,"{':', 'rt'}"
1132794429310476289,"{':', 'rt'}"
1132794410230534144,"{':', 'rt'}"
1132772597924605953,"{':', 'rt'}"
1132772565729107968,"{':', 'rt'}"
1132772538810097665,"{':', 'rt'}"
1132772506178326528,"{':', 'rt'}"
1132772474855264261,"{':', 'rt'}"
1132772449110642689,"{':', 'rt'}"
1132770218156154880,"{':', 'rt'}"
1132770203291574272,"{':', 'rt'}"
1132769951671029760,"{':', 'rt'}"
1132764073429524480,"{':', 'rt'}"
1132754900105027584,"{':', 'rt'}"
1132754888763564035,"{':', 'rt'}"
1132753581713580032,"{':', 'rt'}"
1132675470477205506,{'…'}
1132646995695427584,"{':', 'rt'}"
1132596464893534208,"{'ita', ':', '#metoo', 'rt'}"
1132582923507568640,"{':', 'rt'}"
1132553107148345344,"{'️', '❤', ':', 'rt'}"
1132548939553660928,"{':', 'rt'}"
1132318825402253312,"{'rt', ':', '🏆🏆🏆'}"
1132318799271739392,"{':', 'rt'}"
1132240254163914752,"{'rt', ':', '👱🏻\u200d♀️👩🏾👩🏻\u200d\U0001f9b0👩🏻👧🏻'}"
1132225668450852866,"{':', 'rt'}"
1132200568678752258,"{':', 'rt'}"
1132198502728163328,"{':', 'rt'}"
1132030258906112001,"{':', 'rt'}"
1131966917961539593,"{':', 'rt'}"
1131911480046161920,"{':', 'rt'}"
1131902240774676483,"{':', 'rt'}"
1131872960787177472,"{':', 'rt'}"
1131851459425914881,"{'rt', '…', ':', 'th'}"
1131850202703376384,"{':', 'rt'}"
1131850176644177920,"{':', 'rt'}"
1131846589092380673,"{':', 'rt'}"
1131820339284074496,{'❤'}
1131816461540954112,"{':', 'rt'}"
1131667593687904272,"{':', 'rt'}"
1131654774561091585,"{':', 'rt'}"
1131619107642720261,"{'e', '…', ':', 'rt'}"
1131610923922272258,"{':', 'rt'}"
1131572667956584448,"{'…', 'wi'}"
1131546755298988032,"{':', 'rt'}"
1131538745101049856,"{':', '🐅', 'rt'}"
1131534032049770496,"{'👉', ':', 'rt'}"
1131506900804210689,"{':', 'rt'}"
1131500296033787904,"{':', 'rt'}"
1131494979422044160,"{':', 'rt'}"
1131471194111250433,"{':', 'rt'}"
1131462034774732800,"{':', 'rt'}"
1131325307565297664,"{':', 'rt'}"
1131290240713408513,"{':', 'rt'}"
1131268811188002819,"{':', 'rt'}"
1131251007625814016,"{':', 'rt'}"
1131248737311969280,"{':', 'rt'}"
1131238546810036226,"{':', 'rt'}"
1131235705508769792,"{'♻️', ':', 'rt'}"
1131159277526237184,"{':', 'rt'}"
1131153785177411584,"{':', 'rt'}"
1131146213171105793,"{':', 'rt'}"
1131142384576811010,{'👩'}
1131138111008907265,"{':', 'rt'}"
1131134315998437376,"{':', 'rt'}"
1131129374676279297,{'😲'}
1131129169574813702,"{':/', '…', ':', 'rt'}"
1135510056684969985,"{':', 'rt'}"
1134808604102541313,"{':', 'rt'}"
1134647010047483904,"{':', 'rt'}"
1134606024185458689,"{':', 'rt'}"
1134076775921848320,"{':', 'rt'}"
1133545851090087936,"{':', 'rt'}"
1133322034002505728,{'…'}
1132816294649257985,"{':', 'rt'}"
1132686827998109699,"{':', '|', 'rt'}"
1132043993108422656,"{'rus', '…'}"
1131967377325867010,"{'sa', '…'}"
1131748638819016711,"{':', 'rt'}"
1131652008426057728,"{'…', 'publi'}"
1131512553614532608,{'…'}
1131371494855106560,"{'d', '…'}"
1130855590677233667,"{':', 'rt'}"
1130585614716477441,"{'financia', '…', 's'}"
1129747377101922305,"{':', 'rt'}"
1129343680194719745,"{'activi', '…'}"
1128476944016609280,"{'d', '…', 'v'}"
1128364841188712448,"{':', 'rt'}"
1128323289435332609,"{':', 'rt'}"
1128296069140504577,"{'…', 'furt'}"
1128290365985964033,"{'…', 'exis'}"
1128096956138418176,{'-'}
1126950700708188166,{'…'}
1126298419520253952,{'no'}
1126238203898417157,"{':', 'rt'}"
1126223715782549505,"{'ag', 'repor', '…'}"
1126131864505409536,{'…'}
1125869206694703106,"{':', 'rt'}"
1125723425979478018,"{'oo', 'wa', ':', 'rt'}"
1125398159944048640,"{':', 'rt'}"
1125116859496452097,{'…'}
1124819656932388865,"{':', 'rt'}"
1124294747345117184,"{'sho', '…'}"
1123633236570066945,"{'ag', ':', 'rt'}"
1123632696456953856,"{'informa', '…'}"
1123595267872178177,{'ag'}
1123380282793648129,"{':', 'rt'}"
1123368669600468993,"{':', 'rt'}"
1123257560910508035,"{':', 'rt'}"
1123211355715178496,"{':', 'rt'}"
1122967953555763200,"{':', 'rt'}"
1122252824191078401,"{'offic', '…'}"
1122251123946086402,"{':', 'rt'}"
1122248564762136576,"{':', 'rt'}"
1122235131442413568,"{':', 'rt'}"
1122225572485238784,"{':', 'rt'}"
1121760017781227520,"{'…', 'un'}"
1121210265356292096,"{'…', 'th'}"
1120781731802513409,"{'qua', '…', 's&p'}"
1120652124847734784,{'…'}
1119838928528400384,"{'…', 't'}"
1118870464749817856,"{'ag', ':', 'rt'}"
1118630483678699520,"{'wei', '…'}"
1118629634042728448,{':'}
1118558087382798339,"{'…', 'offi'}"
1118544980203724805,"{'arriv', '…'}"
1117855656520720384,"{':', 'rt'}"
1117855061810536451,"{'eveni', '…'}"
1117844258759815169,"{':', 'rt'}"
1117819168743731203,{'…'}
1117495709559853063,{'🐯'}
1116677902223986689,"{'…', 'ma'}"
1116413344389398529,"{'justi', '…'}"
1116313111500414983,"{'appea', '…'}"
1116309105440972801,"{'…', 'h'}"
1116304889796354048,{'…'}
1116303295948234754,"{':', 'rt'}"
1115258746194649088,"{'organiz', '…'}"
1113465752437297153,"{'stoltenberg', ':', 'rt'}"
1112507381114724352,{'…'}
1111714733550419968,"{'ag', '…'}"
1111275251189669890,{'…'}
1110650678295310336,{'…'}
1110566032681435137,"{'sm', '…'}"
1110210513752023040,"{':', 'rt'}"
1109920878622638081,"{':', 'rt'}"
1109577094202302464,"{'informa', '…', ':', 'rt'}"
1109577076682735616,"{':', 'rt'}"
1109201677167611904,"{':', 'rt'}"
1108017604671606787,{'…'}
1108011274242281472,"{'…', 'h'}"
1107607089378181123,"{'multip', '…'}"
1107261922850861056,"{':', 'rt'}"
1107057658731941888,"{'grapp', '…'}"
1106607535107260416,"{'…', 's'}"
1106392758317707265,"{'rt', '…', ':', 'h'}"
1106372344489099264,"{'envi', '…'}"
1106370896971866112,{'ha'}
1106261380540391425,"{'rt', '…', ':', 'mea'}"
1106260262410223621,"{'…', 'th'}"
1105969956296880128,"{'…', 't'}"
1105842997441323008,"{'…', 'ente'}"
1103351395644817408,"{'kille', '…'}"
1102975683129675776,"{'…', 'sma'}"
1102645913984614401,"{':', 'rt'}"
1102382093601030146,"{'…', 'sur', ':', 'rt'}"
1102376057708138496,"{'hi', ':'}"
1101496140376170496,"{""warmbier'…""}"
1101026983176273920,"{'woul', '…'}"
1101014446091177989,"{':', 'rt'}"
1100870333127630853,"{'•', ':', 'rt'}"
1100809135120093184,"{':', 'rt'}"
1100720717480497153,"{':', 'rt'}"
1100716709713977344,"{':', 'rt'}"
1100395931168583681,"{':/', '…', ':', 'rt'}"
1100202341712752641,"{':', 'rt'}"
1099396128490049536,"{'rou', '…'}"
1099394684647075840,"{':', 'rt'}"
1099001495947829248,"{'…', 'wi'}"
1098690683072901120,{'…'}
1098606269773033472,"{'…', 't'}"
1097693918152380416,{'ag'}
1096517357755879425,{'ha'}
1096435544794517505,"{':', 'rt'}"
1095377822741393409,"{':', 'rt'}"
1092979861583482880,"{':', 'rt'}"
1092941072093847552,{'ha'}
1091785550292492289,"{':', 'rt'}"
1091666768802824193,{'…'}
1091478763458576384,"{'…', 'th'}"
1091330043035439106,"{'forc', '…'}"
1090298327747477506,{'…'}
1090028035649228800,{'…'}
1089997978167857155,"{'purcha', '…'}"
1088989016119173120,"{'erm', 't-t', 'shor'}"
1088950781053521920,"{'erm', 't-t'}"
1088878347705376772,"{':', 'rt'}"
1088848931201712129,{'dam'}
1088833828901261312,"{':', 'rt'}"
1088819217212866561,{'…'}
1088813773601804292,"{'c', '…'}"
1088146783509856262,"{'…', 'th'}"
1087856775418789888,{'mar'}
1087187822560329728,"{'liii', '-'}"
1086798020052729856,"{'…', 'fe'}"
1086315419273752581,"{'d', '…'}"
1086310689218744322,"{'…', 'm'}"
1085550090998173697,{'…'}
1083186762975981574,"{'fel', '…'}"
1080895888007090177,"{'…', 'wi'}"
1078487567367049216,"{':', 'rt'}"
1078009727819362304,"{':', 'rt'}"
1075786675844984834,"{'governme', '…'}"
1075404771283079168,{'…'}
1075087269621571585,"{':', 'rt'}"
1073321250938859520,{'bin'}
1073300722882658310,"{'acr', '…'}"
1072535262566252544,{'hi'}
1070442172195979264,"{'…', 'mis'}"
1070337986938720256,"{':', 'rt'}"
1060528217709334528,"{'califor', '…'}"
1060481102371020800,{'…'}
1060457145253158912,{':'}
1060456895423660032,{':'}
1060443303534084096,{'dem'}
1060442045641355265,"{'hi', ':'}"
1060437012250087425,"{'…', 'severa'}"
1060431978875371520,{':'}
1060430721309966336,{':'}
1060424429371453441,{':'}
1060421912659156992,{':'}
1060416879376789506,{':'}
1060411846224621568,{':'}
1060396747263016961,{':'}
1060393978506436609,"{'w', '…'}"
1060392720416563200,"{'hi', ':'}"
1060376865888624640,{':'}
1060372092452069376,"{':', 'rt'}"
1060360759773822976,"{'emergen', '…'}"
1060359527286140928,"{':', 'rt'}"
1060353113847201792,{':'}
1060346887813980160,{':'}
1060342594755063809,{'$'}
1060333625349210112,"{'…', ':'}"
1060329258923581447,{'ag'}
1060328300462116865,"{':', 'rt'}"
1060324699702468609,{'…'}
1060308806196977665,"{'…', 'severa'}"
1060293810377248768,"{':', 'rt'}"
1060289400603623424,{'…'}
1060276586321248279,"{'•russia', ':', 'rt'}"
1060276573260144640,"{':', 'rt'}"
1060276017665843202,"{'gener', '…'}"
1060275085708349440,{'ag'}
1060271022123954180,{'ag'}
1060268741370544141,{'ag'}
1060267658057277441,{'ag'}
1060264865837838336,"{'li', '…'}"
1060261466614493184,{':'}
1060258507285581827,{'ag'}
1060258228846690308,{'ag'}
1060256412591382529,{'yes'}
1060252473250725890,{':'}
1060250767527985152,{':'}
1060249485941596163,"{'…', ':'}"
1060247919352258561,{':'}
1060243639207636993,"{':', '…', 'mu'}"
1060242316634533889,{':'}
1060239936081797122,{':'}
1060239345846763520,{':'}
1060220988741292032,"{'…', 't', ':'}"
1060220255014998016,{':'}
1060218950192189442,{':'}
1060217511394848768,{':'}
1060215819479728128,{':'}
1060213473513234433,"{'…', 'participa'}"
1060212717108318208,{':'}
1060210992334942209,{'…'}
1060206918982164481,{':'}
1060197969377574912,{':'}
1060196048390492160,{':'}
1060194940196741121,{':'}
1060193915956006912,{':'}
1060188877653078017,"{'…', ':'}"
1060176294627950593,"{':', '…', 'wi'}"
1060173482393243649,"{':', 'rt'}"
1060173418287583233,"{':', 'rt'}"
1060171261702213632,{':'}
1060165933891833857,"{':', 'rt'}"
1060165497189289984,"{'…', ':', 'rt'}"
1060163712512901121,{':'}
1060162455060402177,{':'}
1060156665130074112,{':'}
1060154908865773568,{':'}
1060147354693586944,{':'}
1060145340756754433,{':'}
1060138245021986816,"{'oh', 'wi', 'pa', '→', ':', 'rt'}"
1060137937956978688,"{':', 'rt'}"
1060134770607357952,{'…'}
1060130995918303233,{'…'}
1060129737513684992,{':'}
1060125963277754369,{':'}
1060124706450358272,"{'…', ':'}"
1060117155423903745,{':'}
1060110111853563906,"{'…', 's'}"
1060102810325475328,{':'}
1060089037011193856,"{'…', 'agains'}"
1060082681734709253,{':'}
1060080067232124928,"{'…', 't', ':'}"
1060056988388913152,{'dem'}
1060045441721659392,"{':', 'rt'}"
1060042917845315584,"{'mai', '…'}"
1060038907973255168,{'…'}
1060038445425410049,"{'democ', '…'}"
1060036606760046592,{':'}
1060035193967382528,{'…'}
1060034663933190144,"{'ne', '…'}"
1060032571969560576,"{'…', 'toge'}"
