,tweets,clusterID,titles
30,Lenovo Ibm 0764 Series Notebook / Laptop Battery 5000mAh (Replacement): Lenovo Ibm 0764 Series  Notebook / Lapto... http://t.co/EvG5FCHG,46,"['Lenovo takes over HP as the biggest PC maker', 'HP and  Lenovo battle for top spot in PC market of  Computerworld', 'ABOUT LENOVO AND HP']"
31,"“@marvicleonen: Is it true that UP won UAAP basketball?” -- Next year, Dean. Sure na 'yan!",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
32,"Congrats, Ateneo! Last na yan ha. Season 76 will be different. ☺",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
33,"""@SMARTPromos: SMART never wants you to be left behind that's why we want you to have the next BIG thing! :-)"" - Ano yung BIG thing na yan?☺",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
34,CCTV invite hints at Nobel literature prize for Mo Yan http://t.co/lfYjVOlN,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
35,mjzone58: SIR HINDI BYAHE YAN. WALA TALAGANG PANALO YAN. (live at http://t.co/8VLenWMu),77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
36,BREAKING: The 2012 Nobel Prize for Literature is awarded to Chinese author Mo Yan,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
37,"""@GuardianBooks: And the #Nobel prize for literature goes to ...China's Mo Yan""",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
38,Chinese author Mo Yan wins Nobel prize for literature 2012: http://t.co/qFsJW2Hi,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
39,Congratulations! Mo Yan of this year Nobel Prize!,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
40,WITTY! RT @jabjimenez: so the medal is now inscribed Nobel Mo Yan? :) #destiny @ayeemacaraig,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
41,And the Nobel Prize for Literature 2012 goes to....Chinese writer Mo Yan.....,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
42,Chinese writer Mo Yan wins #Nobel Prize in Literature. http://t.co/ijwP4o1m,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
43,Chinese writer Mo Yan wins #Nobel for literature,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
44,Congrats to Mo Yan for being the 1st Chinese Nobel Prize of Literature laureate!,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
45,"#Breakingnews (AP) _ China's Mo Yan has won the Nobel Prize in literature.
#nobel",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
46,"""Mo Yan"", meaning ""don't speak"" in Chinese, is a pen name...   http://t.co/5HuNQySi",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
47,"'China rising' isn't just about $: MT ""@ebbaf24: Nobel prize Literature winner is Chinese Mo Yan, 1st Chinese writer to win Nobel Lit prize""",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
48,Chinese author Mo Yan wins the Nobel prize for literature.,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
49,"What a great choice of Nobel Prize for Literature. I may not have heard of Mo Yan, but at least I can pronounce it.",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
50,The Nobel Prize for Literature goes to Chinese writer Mo Yan,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
51,News: Chinese author Mo Yan wins Nobel http://t.co/9QFHaJyE #News #BBC,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
52,Chinese writer Mo Yan wins 2012 Nobel prize for literature http://t.co/Eck2DPCw,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
53,#teamfollowback Chinese author Mo Yan wins Nobel: Chinese author Mo Yan is awarded the 2012 Nobe... http://t.co/5WoQ0gfS #teamfollowback,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
54,"Attaboy! ""Mo Yan wrote his latest novel, Life and Death Are Wearing Me Out in only 43 days.""",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
55,Chinese author Mo Yan wins Nobel http://t.co/6xQvzERh,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
56,Chinese author Mo Yan wins Nobel Prize for Literature. http://t.co/VdHquV2i,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
57,Chinese author Mo Yan wins Nobel: Chinese author Mo Yan is awarded the 2012 Nobel Prize for literature http://t.co/hf6ioIDC #News,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
58,Mo Yan Wins Nobel Literature Prize - http://t.co/vhuS6oBZ - #books,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
59,The Nobel Prize for Literature goes to Chinese writer Mo Yan!,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
60,Chinese author Mo Yan wins Nobel: Chinese author Mo Yan is awarded the 2012 Nobel Prize for literature,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
61,Mo Yan wins 2012 Nobel Prize for Literature. Grab his book Change here http://t.co/n3hJ4m3C @randomhouseau,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
62,Chinese author Mo Yan wins Nobel http://t.co/BOpVcjwW,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
63,Chinese author Mo Yan wins Nobel http://t.co/gZRvk6UI,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
64,"“Mo Yan is the first writer of Chinese citizenship to have won the Nobel Prize in Literature,” CCTV news announced.",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
65,He shoulda called that book American Sorghum RT @BlakeBaileyOn: Mo Yan my ass. #Rothscrewedagain,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
66,The 2012 Nobel Prize in literature was awarded to Mo Yan of China,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
67,"Mo Yan Wins 2012 Nobel Prize in Literature, Academy Says - Businessweek http://t.co/tqxg62YY",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
68,Who the hell is Mo Yan? Obviously a genious.........or a total bore.,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
69,Mo Yan awarded Nobel Prize in literature http://t.co/2dY23EFX #JoinEverTalbog!,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
70,Chinese writer Mo Yan wins Nobel prize for literature:  http://t.co/OowegxRq,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
71,"Nobel Prize for literature awarded: Mo Yan of China won the Nobel Prize in literature, the Royal Swedish Academy... http://t.co/MVb6f4Dj",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
72,Nobel prize in literature 2012: live blog: The 2012 Nobel prize has been awarded to Mo Yan. Follow the news and reaction here,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
73,"Nobel Prize for literature awarded: Mo Yan of China won the Nobel Prize in literature, the Royal Swedish Academy... http://t.co/QCc9R6p8",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
74,"Rediff Live! Mo Yan's citation: In awarding the prize, the Nobel academy described Mo Yan as a writer who with h... http://t.co/ezTt4Say",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
75,Chinese writer Mo Yan wins Nobel prize for literature http://t.co/HnzyrsWH #Arts,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
76,Writer Mo Yan of China wins Nobel Prize in literature. http://t.co/FpI7bcfC,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
77,Mo Yan is trending. Strangely. I didn't see any of the previous Nobel winners trend last week.,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
78,"""@ABSCBNNews: Palace insists on higher sin tax regime http://t.co/rcXACAeM"" Dapat lang. Tama yan.",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
79,"China Man 'Mo Yan' wins Nobel Prize in
literature. Yo Man..",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
80,"Mo Yan's brother, Less Yan, feels very inadequate right now.",77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
81,Chinese writer wins Nobel for literature: Chinese writer Mo Yan has been named the winner of the Nobel Prize in literature.,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
82,Chinese writer Mo Yan has been named the winner of the Nobel Prize in literature. http://t.co/6JdLVUs9 |  via @TIME,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
83,Chinese author Mo Yan wins Nobel http://t.co/kb6GMHmp,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
84,Yo Man!! Mo Yan got a Nobel Prize - Me to my Chinese Colleague ;),77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
85,http://t.co/BQGeGtMW Chinese author Mo Yan wins Nobel  http://t.co/hgAM06tF,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
86,Mo Yan of China wins Nobel Literature Prize http://t.co/VvthP5u8,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
87,Om Mo Yan gifter sig med Yo-Yo Ma: Mo Ma.   #nobelpriset,77,"['Guan Moye, better known by the pen name Mo Yan, is a Chinese novelist and short story writer.', 'Mo Yan ,China, wins Noble', 'Mo Yan of China wins Nobel Prize', 'Mo Yan winning the Nobel Literature Prize']"
88,“@JoeBiden: RT if you’re on #TeamObamaBiden tonight: http://t.co/VTKX8V0n”,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
89,hmm what stupid remarks will @JoeBiden make tonight? Maybe ask a paralyzed man to stand up again? @PaulRyanVP all the way!,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
90,T-4 hours #FreeJoe @JoeBiden lil rascal is going to wound up!!! #CrazyUncleJoe,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
91,LIVE U.S. debate tonight: @JoeBiden vs. @PaulRyanVP. Join us at 8:30 p.m. for our liveblog: http://t.co/Ec2NFx2P  #uspoli #vpdebate,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
92,!!“@JoeBiden: RT if you’re on #TeamObamaBiden tonight: http://t.co/4ofiDKwf”,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
93,Joe Biden about to go #JoeBiden on that Paul Ryan @ss!!!!,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
94,“@JoeBiden: RT if you’re on #TeamObamaBiden tonight: http://t.co/M4LkGw71” Call Ryan OUT on Every Lie and Difference and we will Win!!!,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
95,be fierce tonight @JoeBiden and @PhilHughes65.,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
96,"MT @OFA_WA: Before @JoeBiden #debates #PaulRyan tonight, make sure everyone has the facts on where they stand http://t.co/2hnRVtjh #p2 #tcot",83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
97,"Before @JoeBiden debates Rep. Ryan tonight, make sure everyone you know has the facts on where they stand http://t.co/SjEQlxdU",83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
98,For anyone who was at Marlins Ballpark for CBHS Class of 2012 Graduation....... @joebiden http://t.co/JOg7ptS7,83,"['Vice Presidential debate between Joe Biden and Paul Ryan', 'Biden Vs Ryan VP Debate', 'The event is the VP debate.']"
